"Name","Company","State","City","Salary","Location","Url"
"Data/Program Analyst"," Macro Solutions","DC","Washington","$66k-$87k","Washington, DC","https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=848909&s=58&guid=00000171a4c6b7ec85d312acb4ac5e8f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_24ca5788&cb=1587607419454&jobListingId=3539336274"
"Data & Analytics Consultant (DC)"," Systems Evolution Inc.","DC","Washington","$77k-$103k","Washington, DC","https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=842709&s=58&guid=00000171a4c6b7ec85d312acb4ac5e8f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_78b98ce0&cb=1587607419455&jobListingId=3299481781"
"Operations Analyst"," World Bank","DC","Washington","$52k-$95k","Washington, DC","https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=961248&s=58&guid=00000171a4c6b7ec85d312acb4ac5e8f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_30bfdc92&cb=1587607419457&jobListingId=3557168377"
"Data Engineer"," Upside Business Travel","DC","Washington","$95k-$117k","Washington, DC","https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=841388&s=58&guid=00000171a4c6b7ec85d312acb4ac5e8f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_ff899bf1&cb=1587607419458&jobListingId=3492356567"
"Data Scientist"," Tecolote Research","DC","Washington","$59k-$102k","Washington, DC","https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=952942&s=58&guid=00000171a4c6b7ec85d312acb4ac5e8f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_59016d64&cb=1587607419460&jobListingId=3484759702"
"Junior Data Analyst"," The HSC Health Care System","DC","Washington","$47k-$72k","Washington, DC","https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=898635&s=58&guid=00000171a4c6b7ec85d312acb4ac5e8f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_86cd37e3&cb=1587607419462&jobListingId=3463976549"
"Data Engineer"," Navy Federal Credit Union","VA","Merrifield","$114k-$137k","Merrifield, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=710850&s=58&guid=00000171a4c6b7ec85d312acb4ac5e8f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_351436eb&cb=1587607419463&jobListingId=3531999640"
"Data Scientist"," The College Board","VA","Reston","$58k-$98k","Reston, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=850687&s=58&guid=00000171a4c6b7ec85d312acb4ac5e8f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_07ddedd7&cb=1587607419465&jobListingId=3554995797"
"Data Scientist"," Peraton","VA","Chantilly","$81k-$109k","Chantilly, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=347163&s=58&guid=00000171a4c6b7ec85d312acb4ac5e8f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_16a8f901&cb=1587607419467&jobListingId=3533193134"
"Data Engineer - Defense and Intelligence"," Elder Research","MD","Fort Meade","$77k-$97k","Fort Meade, MD","https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=970383&s=58&guid=00000171a4c6b7ec85d312acb4ac5e8f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_3211c9df&cb=1587607419468&jobListingId=3538826162"
"Artificial Intelligence/Machine Learning Data Scientist"," MITRE","VA","McLean","$81k-$132k","McLean, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=296640&s=58&guid=00000171a4c6b7ec85d312acb4ac5e8f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_2504dbf0&cb=1587607419469&jobListingId=3554698013"
"Data Scientist"," Great-Circle Technologies","VA","Chantilly","$79k-$126k","Chantilly, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=885413&s=58&guid=00000171a4c6b7ec85d312acb4ac5e8f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_3a369f97&cb=1587607419471&jobListingId=2434793917"
"Business Intelligence Engineer"," GetWellNetwork","MD","Bethesda","$77k-$106k","Bethesda, MD","https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=976005&s=58&guid=00000171a4c6b7ec85d312acb4ac5e8f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_07b3dc9b&cb=1587607419472&jobListingId=3420878541"
